utc,symbol
2026-05-10T20:45:00+00:00,TAOUSDT
2026-05-10T20:45:00+00:00,TRUMPUSDT
2026-05-10T20:45:00+00:00,WUSDT
2026-05-10T20:45:00+00:00,ZROUSDT
2026-05-10T21:00:00+00:00,LAYERUSDT
2026-05-11T00:00:00+00:00,BSVUSDT
2026-05-11T00:00:00+00:00,ETCUSDT
2026-05-11T00:00:00+00:00,GASUSDT
2026-05-11T00:15:00+00:00,ENSUSDT
2026-05-11T02:15:00+00:00,APTUSDT
2026-05-11T02:30:00+00:00,SUIUSDT
2026-05-11T03:00:00+00:00,ALGOUSDT
2026-05-11T03:15:00+00:00,LSKUSDT
2026-05-11T03:30:00+00:00,MOVEUSDT
2026-05-11T04:00:00+00:00,ETHFIUSDT
2026-05-11T04:45:00+00:00,KITEUSDT
2026-05-11T06:30:00+00:00,ENSUSDT
2026-05-11T06:30:00+00:00,SEIUSDT
2026-05-11T06:30:00+00:00,SUIUSDT
2026-05-11T07:30:00+00:00,MOVEUSDT
2026-05-11T07:45:00+00:00,VANAUSDT
2026-05-11T09:00:00+00:00,KITEUSDT
2026-05-11T10:00:00+00:00,MEUSDT
2026-05-11T10:15:00+00:00,ATOMUSDT
2026-05-11T12:00:00+00:00,INJUSDT
2026-05-11T12:45:00+00:00,VVVUSDT
2026-05-11T13:30:00+00:00,JUPUSDT
2026-05-11T13:30:00+00:00,SEIUSDT
2026-05-11T13:30:00+00:00,UNIUSDT
2026-05-11T14:15:00+00:00,SUIUSDT
2026-05-11T14:30:00+00:00,SOPHUSDT
2026-05-11T15:15:00+00:00,KITEUSDT
2026-05-11T17:00:00+00:00,ATHUSDT
2026-05-11T17:30:00+00:00,AKTUSDT
2026-05-11T18:15:00+00:00,1000SHIBUSDT
2026-05-11T20:00:00+00:00,VVVUSDT
2026-05-11T22:30:00+00:00,INJUSDT
2026-05-12T00:00:00+00:00,ATOMUSDT
2026-05-12T00:00:00+00:00,RENDERUSDT
2026-05-12T01:15:00+00:00,KITEUSDT
2026-05-12T01:30:00+00:00,APTUSDT
2026-05-12T01:30:00+00:00,BCHUSDT
2026-05-12T01:30:00+00:00,FILUSDT
2026-05-12T01:30:00+00:00,IRYSUSDT
2026-05-12T01:30:00+00:00,LSKUSDT
2026-05-12T01:30:00+00:00,MEUSDT
2026-05-12T01:30:00+00:00,POLUSDT
2026-05-12T01:30:00+00:00,SEIUSDT
2026-05-12T01:30:00+00:00,UNIUSDT
2026-05-12T01:30:00+00:00,XPLUSDT
2026-05-12T02:45:00+00:00,TRXUSDT
2026-05-12T04:00:00+00:00,PYTHUSDT
2026-05-12T04:15:00+00:00,PENDLEUSDT
2026-05-12T05:30:00+00:00,IRYSUSDT
2026-05-12T05:30:00+00:00,VVVUSDT
2026-05-12T05:45:00+00:00,INJUSDT
2026-05-12T09:15:00+00:00,JUPUSDT
2026-05-12T09:30:00+00:00,IRYSUSDT
2026-05-12T10:30:00+00:00,ATOMUSDT
2026-05-12T10:45:00+00:00,PENDLEUSDT
2026-05-12T11:15:00+00:00,SOPHUSDT
2026-05-12T12:00:00+00:00,KAITOUSDT
2026-05-12T12:30:00+00:00,INJUSDT
2026-05-12T13:45:00+00:00,MANTRAUSDT
2026-05-12T14:30:00+00:00,AAVEUSDT
2026-05-12T14:30:00+00:00,PENGUUSDT
2026-05-12T14:45:00+00:00,AKTUSDT
2026-05-12T15:00:00+00:00,CCUSDT
2026-05-12T15:15:00+00:00,ALGOUSDT
2026-05-12T15:15:00+00:00,LINKUSDT
2026-05-12T18:30:00+00:00,FFUSDT
2026-05-12T18:45:00+00:00,ATOMUSDT
2026-05-12T19:15:00+00:00,NEARUSDT
2026-05-12T21:00:00+00:00,KITEUSDT
2026-05-12T22:00:00+00:00,TRUMPUSDT
2026-05-13T00:45:00+00:00,KAITOUSDT
2026-05-13T01:00:00+00:00,KITEUSDT
2026-05-13T02:30:00+00:00,IRYSUSDT
2026-05-13T03:00:00+00:00,INJUSDT
2026-05-13T05:30:00+00:00,ATOMUSDT
2026-05-13T05:30:00+00:00,TAOUSDT
2026-05-13T06:30:00+00:00,IRYSUSDT
2026-05-13T08:30:00+00:00,INJUSDT
2026-05-13T08:45:00+00:00,FFUSDT
2026-05-13T10:30:00+00:00,KITEUSDT
2026-05-13T11:45:00+00:00,NEARUSDT
2026-05-13T11:45:00+00:00,TRUMPUSDT
2026-05-13T12:15:00+00:00,BERAUSDT
2026-05-13T12:15:00+00:00,SOPHUSDT
2026-05-13T12:30:00+00:00,1000BONKUSDT
2026-05-13T12:30:00+00:00,1000PEPEUSDT
2026-05-13T12:30:00+00:00,ALGOUSDT
2026-05-13T12:30:00+00:00,APTUSDT
2026-05-13T12:30:00+00:00,ARBUSDT
2026-05-13T12:30:00+00:00,ATOMUSDT
2026-05-13T12:30:00+00:00,AVAXUSDT
2026-05-13T12:30:00+00:00,CHZUSDT
2026-05-13T12:30:00+00:00,DOODUSDT
2026-05-13T12:30:00+00:00,DOTUSDT
2026-05-13T12:30:00+00:00,ENSUSDT
2026-05-13T12:30:00+00:00,ETCUSDT
2026-05-13T12:30:00+00:00,ETHFIUSDT
2026-05-13T12:30:00+00:00,FILUSDT
2026-05-13T12:30:00+00:00,GASUSDT
2026-05-13T12:30:00+00:00,HBARUSDT
2026-05-13T12:30:00+00:00,IDUSDT
2026-05-13T12:30:00+00:00,LINKUSDT
2026-05-13T12:30:00+00:00,LSKUSDT
2026-05-13T12:30:00+00:00,MEUSDT
2026-05-13T12:30:00+00:00,PYTHUSDT
2026-05-13T12:30:00+00:00,RVNUSDT
2026-05-13T12:30:00+00:00,SANDUSDT
2026-05-13T12:30:00+00:00,STXUSDT
2026-05-13T12:30:00+00:00,TAOUSDT
2026-05-13T12:30:00+00:00,VIRTUALUSDT
2026-05-13T12:30:00+00:00,WUSDT
2026-05-13T12:30:00+00:00,XPLUSDT
2026-05-13T12:30:00+00:00,ZORAUSDT
2026-05-13T13:30:00+00:00,FFUSDT
2026-05-13T13:30:00+00:00,INJUSDT
2026-05-13T13:45:00+00:00,BCHUSDT
2026-05-13T15:15:00+00:00,RENDERUSDT
2026-05-13T15:15:00+00:00,SUIUSDT
2026-05-13T15:30:00+00:00,KITEUSDT
2026-05-13T15:45:00+00:00,MONUSDT
2026-05-13T15:45:00+00:00,POLUSDT
2026-05-13T18:30:00+00:00,INJUSDT
2026-05-13T21:00:00+00:00,BERAUSDT
2026-05-13T21:00:00+00:00,HOLOUSDT
2026-05-13T21:15:00+00:00,VVVUSDT
2026-05-13T22:00:00+00:00,STXUSDT
2026-05-13T22:15:00+00:00,FFUSDT
2026-05-13T23:15:00+00:00,INJUSDT
2026-05-14T00:00:00+00:00,POLUSDT
2026-05-14T01:00:00+00:00,IRYSUSDT
2026-05-14T03:15:00+00:00,SOPHUSDT
2026-05-14T03:45:00+00:00,KITEUSDT
2026-05-14T05:00:00+00:00,INJUSDT
2026-05-14T08:15:00+00:00,FFUSDT
2026-05-14T09:00:00+00:00,ETHFIUSDT
2026-05-14T10:45:00+00:00,KITEUSDT
2026-05-14T11:15:00+00:00,CCUSDT
2026-05-14T15:30:00+00:00,CCUSDT
2026-05-14T16:00:00+00:00,LSKUSDT
2026-05-14T19:15:00+00:00,ZORAUSDT
2026-05-14T23:45:00+00:00,LSKUSDT
2026-05-15T02:30:00+00:00,CCUSDT
2026-05-15T05:30:00+00:00,ETHFIUSDT
2026-05-15T08:45:00+00:00,IRYSUSDT
2026-05-15T11:00:00+00:00,FFUSDT
2026-05-15T11:15:00+00:00,CHZUSDT
2026-05-15T11:45:00+00:00,LAUSDT
2026-05-15T12:45:00+00:00,IRYSUSDT
2026-05-15T13:30:00+00:00,1000BONKUSDT
2026-05-15T13:30:00+00:00,1000PEPEUSDT
2026-05-15T13:30:00+00:00,1000SHIBUSDT
2026-05-15T13:30:00+00:00,ALGOUSDT
2026-05-15T13:30:00+00:00,APTUSDT
2026-05-15T13:30:00+00:00,ARBUSDT
2026-05-15T13:30:00+00:00,ATHUSDT
2026-05-15T13:30:00+00:00,ATOMUSDT
2026-05-15T13:30:00+00:00,AVAXUSDT
2026-05-15T13:30:00+00:00,BCHUSDT
2026-05-15T13:30:00+00:00,BERAUSDT
2026-05-15T13:30:00+00:00,BSVUSDT
2026-05-15T13:30:00+00:00,COWUSDT
2026-05-15T13:30:00+00:00,DOTUSDT
2026-05-15T13:30:00+00:00,ENSUSDT
2026-05-15T13:30:00+00:00,ESPUSDT
2026-05-15T13:30:00+00:00,ETCUSDT
2026-05-15T13:30:00+00:00,ETHFIUSDT
2026-05-15T13:30:00+00:00,HBARUSDT
2026-05-15T13:30:00+00:00,INJUSDT
2026-05-15T13:30:00+00:00,LINKUSDT
2026-05-15T13:30:00+00:00,LSKUSDT
2026-05-15T13:30:00+00:00,MANTRAUSDT
2026-05-15T13:30:00+00:00,MONUSDT
2026-05-15T13:30:00+00:00,POLUSDT
2026-05-15T13:30:00+00:00,RENDERUSDT
2026-05-15T13:30:00+00:00,RVNUSDT
2026-05-15T13:30:00+00:00,SANDUSDT
2026-05-15T13:30:00+00:00,SEIUSDT
2026-05-15T13:30:00+00:00,SOPHUSDT
2026-05-15T13:30:00+00:00,TAOUSDT
2026-05-15T13:30:00+00:00,TRUMPUSDT
2026-05-15T13:30:00+00:00,VIRTUALUSDT
2026-05-15T13:30:00+00:00,WUSDT
2026-05-15T13:30:00+00:00,ZORAUSDT
2026-05-15T13:45:00+00:00,FILUSDT
2026-05-15T13:45:00+00:00,GASUSDT
2026-05-15T13:45:00+00:00,GUSDT
2026-05-15T13:45:00+00:00,IDUSDT
2026-05-15T13:45:00+00:00,PUMPUSDT
2026-05-15T13:45:00+00:00,SUIUSDT
2026-05-15T13:45:00+00:00,TREEUSDT
2026-05-15T13:45:00+00:00,TRXUSDT
2026-05-15T13:45:00+00:00,UNIUSDT
2026-05-15T13:45:00+00:00,XPLUSDT
2026-05-15T14:00:00+00:00,CCUSDT
2026-05-15T14:15:00+00:00,KAITOUSDT
2026-05-15T16:00:00+00:00,STORJUSDT
2026-05-15T20:00:00+00:00,0GUSDT
2026-05-15T23:00:00+00:00,STORJUSDT
2026-05-16T04:00:00+00:00,STORJUSDT
2026-05-16T07:00:00+00:00,AVAXUSDT
2026-05-16T07:00:00+00:00,BCHUSDT
2026-05-16T07:00:00+00:00,BERAUSDT
2026-05-16T07:00:00+00:00,CHZUSDT
2026-05-16T07:00:00+00:00,COWUSDT
2026-05-16T07:00:00+00:00,DOODUSDT
2026-05-16T07:00:00+00:00,ETCUSDT
2026-05-16T07:00:00+00:00,ETHFIUSDT
2026-05-16T07:00:00+00:00,LAUSDT
2026-05-16T07:00:00+00:00,SOPHUSDT
2026-05-16T07:00:00+00:00,TAOUSDT
2026-05-16T07:00:00+00:00,XPLUSDT
2026-05-16T07:00:00+00:00,ZORAUSDT
2026-05-16T07:15:00+00:00,TRXUSDT
2026-05-16T08:15:00+00:00,STORJUSDT
2026-05-16T08:45:00+00:00,AWEUSDT
2026-05-16T09:15:00+00:00,LINKUSDT
2026-05-16T09:15:00+00:00,RENDERUSDT
2026-05-16T09:30:00+00:00,CCUSDT
2026-05-16T10:00:00+00:00,IDUSDT
2026-05-16T16:30:00+00:00,CHZUSDT
2026-05-17T00:00:00+00:00,STEEMUSDT
2026-05-17T08:15:00+00:00,CHZUSDT
2026-05-17T08:30:00+00:00,MEUSDT
2026-05-17T10:45:00+00:00,OPENUSDT
2026-05-17T13:00:00+00:00,APTUSDT
2026-05-17T15:45:00+00:00,KAITOUSDT
2026-05-17T17:30:00+00:00,LAUSDT
2026-05-17T20:00:00+00:00,OPENUSDT
2026-05-17T22:00:00+00:00,TAOUSDT
2026-05-17T23:00:00+00:00,BCHUSDT
2026-05-17T23:30:00+00:00,1000BONKUSDT
2026-05-17T23:30:00+00:00,1000PEPEUSDT
2026-05-17T23:30:00+00:00,1000SHIBUSDT
2026-05-17T23:30:00+00:00,AAVEUSDT
2026-05-17T23:30:00+00:00,ALGOUSDT
2026-05-17T23:30:00+00:00,APTUSDT
2026-05-17T23:30:00+00:00,ARBUSDT
2026-05-17T23:30:00+00:00,ATOMUSDT
2026-05-17T23:30:00+00:00,AVAXUSDT
2026-05-17T23:30:00+00:00,BARDUSDT
2026-05-17T23:30:00+00:00,BERAUSDT
2026-05-17T23:30:00+00:00,CHZUSDT
2026-05-17T23:30:00+00:00,COWUSDT
2026-05-17T23:30:00+00:00,DOTUSDT
2026-05-17T23:30:00+00:00,ENSUSDT
2026-05-17T23:30:00+00:00,ESPUSDT
2026-05-17T23:30:00+00:00,ETCUSDT
2026-05-17T23:30:00+00:00,ETHFIUSDT
2026-05-17T23:30:00+00:00,FILUSDT
2026-05-17T23:30:00+00:00,GASUSDT
2026-05-17T23:30:00+00:00,HBARUSDT
2026-05-17T23:30:00+00:00,IDUSDT
2026-05-17T23:30:00+00:00,JUPUSDT
2026-05-17T23:30:00+00:00,LAUSDT
2026-05-17T23:30:00+00:00,LINKUSDT
2026-05-17T23:30:00+00:00,LSKUSDT
2026-05-17T23:30:00+00:00,MANTRAUSDT
2026-05-17T23:30:00+00:00,MEUSDT
2026-05-17T23:30:00+00:00,MMTUSDT
2026-05-17T23:30:00+00:00,MONUSDT
2026-05-17T23:30:00+00:00,NEARUSDT
2026-05-17T23:30:00+00:00,POLUSDT
2026-05-17T23:30:00+00:00,PUMPUSDT
2026-05-17T23:30:00+00:00,PYTHUSDT
2026-05-17T23:30:00+00:00,RENDERUSDT
2026-05-17T23:30:00+00:00,RVNUSDT
2026-05-17T23:30:00+00:00,SANDUSDT
2026-05-17T23:30:00+00:00,SEIUSDT
2026-05-17T23:30:00+00:00,SIGNUSDT
2026-05-17T23:30:00+00:00,SOPHUSDT
2026-05-17T23:30:00+00:00,SUIUSDT
2026-05-17T23:30:00+00:00,TRUMPUSDT
2026-05-17T23:30:00+00:00,UNIUSDT
2026-05-17T23:30:00+00:00,VIRTUALUSDT
2026-05-17T23:30:00+00:00,WUSDT
2026-05-17T23:30:00+00:00,XPLUSDT
2026-05-17T23:30:00+00:00,ZILUSDT
2026-05-17T23:30:00+00:00,ZORAUSDT
2026-05-18T00:15:00+00:00,GUSDT
2026-05-18T00:30:00+00:00,OPENUSDT
2026-05-18T00:30:00+00:00,XAUTUSDT
2026-05-18T02:15:00+00:00,BSBUSDT
2026-05-18T04:15:00+00:00,BCHUSDT
2026-05-18T07:30:00+00:00,SOPHUSDT
2026-05-18T10:15:00+00:00,BCHUSDT
2026-05-18T10:15:00+00:00,UNIUSDT
2026-05-18T12:45:00+00:00,OPENUSDT
2026-05-18T14:30:00+00:00,BCHUSDT
2026-05-18T14:30:00+00:00,KITEUSDT
2026-05-18T15:00:00+00:00,TRXUSDT
2026-05-18T18:15:00+00:00,OPENUSDT
2026-05-19T01:00:00+00:00,INJUSDT
2026-05-19T01:30:00+00:00,ONTUSDT
2026-05-19T04:45:00+00:00,SANDUSDT
2026-05-19T05:30:00+00:00,ONTUSDT
2026-05-19T06:30:00+00:00,FFUSDT
2026-05-19T09:30:00+00:00,ONTUSDT
2026-05-19T12:00:00+00:00,PYTHUSDT
2026-05-19T13:15:00+00:00,XAUTUSDT
2026-05-19T14:00:00+00:00,ONTUSDT
2026-05-19T14:15:00+00:00,ALGOUSDT
2026-05-19T14:30:00+00:00,BCHUSDT
2026-05-19T14:45:00+00:00,MEUSDT
2026-05-19T18:15:00+00:00,VVVUSDT
2026-05-19T19:15:00+00:00,BSBUSDT
2026-05-19T21:30:00+00:00,ONTUSDT
2026-05-20T02:15:00+00:00,INUSDT
2026-05-20T06:00:00+00:00,KITEUSDT
2026-05-20T08:45:00+00:00,ZORAUSDT
2026-05-20T16:15:00+00:00,BERAUSDT
2026-05-20T17:45:00+00:00,VVVUSDT
2026-05-20T19:15:00+00:00,BSBUSDT
2026-05-21T08:15:00+00:00,BERAUSDT
2026-05-21T08:45:00+00:00,AVAXUSDT
2026-05-21T09:45:00+00:00,AVNTUSDT
2026-05-21T10:00:00+00:00,ZAMAUSDT
2026-05-21T10:15:00+00:00,CHZUSDT
2026-05-21T13:15:00+00:00,OPENUSDT
2026-05-21T14:00:00+00:00,HOLOUSDT
2026-05-21T14:30:00+00:00,BSBUSDT
2026-05-21T15:45:00+00:00,EDGEUSDT
2026-05-21T18:00:00+00:00,NEARUSDT
2026-05-21T20:30:00+00:00,PLUMEUSDT
2026-05-22T00:45:00+00:00,ATHUSDT
2026-05-22T02:45:00+00:00,NEARUSDT
2026-05-22T06:00:00+00:00,AWEUSDT
2026-05-22T08:15:00+00:00,INUSDT
2026-05-22T08:30:00+00:00,ATHUSDT
2026-05-22T08:30:00+00:00,NEARUSDT
2026-05-22T12:45:00+00:00,VVVUSDT
2026-05-22T13:00:00+00:00,ETCUSDT
2026-05-22T13:15:00+00:00,RENDERUSDT
2026-05-22T13:45:00+00:00,NEARUSDT
2026-05-22T13:45:00+00:00,TRXUSDT
2026-05-22T14:00:00+00:00,VIRTUALUSDT
2026-05-22T14:15:00+00:00,INUSDT
2026-05-22T16:00:00+00:00,PLUMEUSDT
2026-05-22T18:30:00+00:00,ATOMUSDT
2026-05-22T18:30:00+00:00,NEARUSDT
2026-05-22T18:30:00+00:00,RENDERUSDT
2026-05-22T18:45:00+00:00,AAVEUSDT
2026-05-22T18:45:00+00:00,ETHFIUSDT
2026-05-22T18:45:00+00:00,GUSDT
2026-05-22T18:45:00+00:00,LSKUSDT
2026-05-22T19:00:00+00:00,INUSDT
2026-05-22T19:30:00+00:00,0GUSDT
2026-05-22T19:30:00+00:00,ARBUSDT
2026-05-22T19:30:00+00:00,ATHUSDT
2026-05-22T19:30:00+00:00,AVAXUSDT
2026-05-22T19:30:00+00:00,BARDUSDT
2026-05-22T19:30:00+00:00,BERAUSDT
2026-05-22T19:30:00+00:00,CHZUSDT
2026-05-22T19:30:00+00:00,DOTUSDT
2026-05-22T19:30:00+00:00,ETCUSDT
2026-05-22T19:30:00+00:00,JUPUSDT
2026-05-22T19:30:00+00:00,LINKUSDT
2026-05-22T19:30:00+00:00,MMTUSDT
2026-05-22T19:30:00+00:00,PUMPUSDT
2026-05-22T19:30:00+00:00,VIRTUALUSDT
2026-05-22T19:30:00+00:00,XPLUSDT
2026-05-22T19:30:00+00:00,ZORAUSDT
2026-05-22T22:30:00+00:00,NEARUSDT
2026-05-22T23:15:00+00:00,BCHUSDT
2026-05-22T23:15:00+00:00,UNIUSDT
2026-05-22T23:45:00+00:00,1000PEPEUSDT
2026-05-22T23:45:00+00:00,1000SHIBUSDT
2026-05-22T23:45:00+00:00,ALGOUSDT
2026-05-22T23:45:00+00:00,AVAXUSDT
2026-05-22T23:45:00+00:00,CHZUSDT
2026-05-22T23:45:00+00:00,DOTUSDT
2026-05-22T23:45:00+00:00,HBARUSDT
2026-05-22T23:45:00+00:00,LINKUSDT
2026-05-22T23:45:00+00:00,POLUSDT
2026-05-22T23:45:00+00:00,PUMPUSDT
2026-05-22T23:45:00+00:00,RENDERUSDT
2026-05-22T23:45:00+00:00,TAOUSDT
2026-05-22T23:45:00+00:00,VIRTUALUSDT
2026-05-23T00:00:00+00:00,INUSDT
2026-05-23T00:30:00+00:00,ATHUSDT
2026-05-23T00:30:00+00:00,STEEMUSDT
2026-05-23T00:45:00+00:00,EDGEUSDT
2026-05-23T01:00:00+00:00,GUSDT
2026-05-23T02:00:00+00:00,LSKUSDT
2026-05-23T04:30:00+00:00,INUSDT
2026-05-23T07:00:00+00:00,LSKUSDT
2026-05-23T07:45:00+00:00,0GUSDT
2026-05-23T07:45:00+00:00,1000BONKUSDT
2026-05-23T07:45:00+00:00,1000PEPEUSDT
2026-05-23T07:45:00+00:00,1000SHIBUSDT
2026-05-23T07:45:00+00:00,AAVEUSDT
2026-05-23T07:45:00+00:00,ALGOUSDT
2026-05-23T07:45:00+00:00,APTUSDT
2026-05-23T07:45:00+00:00,ARBUSDT
2026-05-23T07:45:00+00:00,ATHUSDT
2026-05-23T07:45:00+00:00,ATOMUSDT
2026-05-23T07:45:00+00:00,AVAXUSDT
2026-05-23T07:45:00+00:00,BARDUSDT
2026-05-23T07:45:00+00:00,BERAUSDT
2026-05-23T07:45:00+00:00,BIGTIMEUSDT
2026-05-23T07:45:00+00:00,CHZUSDT
2026-05-23T07:45:00+00:00,COWUSDT
2026-05-23T07:45:00+00:00,DOODUSDT
2026-05-23T07:45:00+00:00,DOTUSDT
2026-05-23T07:45:00+00:00,ENSUSDT
2026-05-23T07:45:00+00:00,ETCUSDT
2026-05-23T07:45:00+00:00,ETHFIUSDT
2026-05-23T07:45:00+00:00,FFUSDT
2026-05-23T07:45:00+00:00,FILUSDT
2026-05-23T07:45:00+00:00,GASUSDT
2026-05-23T07:45:00+00:00,GUSDT
2026-05-23T07:45:00+00:00,HBARUSDT
2026-05-23T07:45:00+00:00,IDUSDT
2026-05-23T07:45:00+00:00,JUPUSDT
2026-05-23T07:45:00+00:00,LAUSDT
2026-05-23T07:45:00+00:00,LINKUSDT
2026-05-23T07:45:00+00:00,MEUSDT
2026-05-23T07:45:00+00:00,MMTUSDT
2026-05-23T07:45:00+00:00,POLUSDT
2026-05-23T07:45:00+00:00,PUMPUSDT
2026-05-23T07:45:00+00:00,PYTHUSDT
2026-05-23T07:45:00+00:00,RENDERUSDT
2026-05-23T07:45:00+00:00,RVNUSDT
2026-05-23T07:45:00+00:00,SANDUSDT
2026-05-23T07:45:00+00:00,SEIUSDT
2026-05-23T07:45:00+00:00,SIGNUSDT
2026-05-23T07:45:00+00:00,SUIUSDT
2026-05-23T07:45:00+00:00,TAOUSDT
2026-05-23T07:45:00+00:00,TRUMPUSDT
2026-05-23T07:45:00+00:00,UNIUSDT
2026-05-23T07:45:00+00:00,VIRTUALUSDT
2026-05-23T07:45:00+00:00,WUSDT
2026-05-23T07:45:00+00:00,XPLUSDT
2026-05-23T07:45:00+00:00,ZILUSDT
2026-05-23T07:45:00+00:00,ZORAUSDT
2026-05-23T07:45:00+00:00,ZROUSDT
2026-05-23T08:30:00+00:00,INUSDT
2026-05-23T09:00:00+00:00,BCHUSDT
2026-05-23T10:30:00+00:00,BSBUSDT
2026-05-23T10:30:00+00:00,TRXUSDT
2026-05-23T14:30:00+00:00,INUSDT
2026-05-23T15:15:00+00:00,MEUSDT
2026-05-23T17:30:00+00:00,NEARUSDT
2026-05-23T19:30:00+00:00,MEUSDT
2026-05-23T21:00:00+00:00,ETHFIUSDT
2026-05-23T21:15:00+00:00,DOTUSDT
2026-05-23T21:15:00+00:00,XPLUSDT
2026-05-24T01:45:00+00:00,INUSDT
2026-05-24T03:45:00+00:00,AWEUSDT
2026-05-24T07:45:00+00:00,PLUMEUSDT
2026-05-24T09:00:00+00:00,ARBUSDT
2026-05-24T11:00:00+00:00,INUSDT
2026-05-24T12:00:00+00:00,PLUMEUSDT
2026-05-24T12:30:00+00:00,AWEUSDT
2026-05-24T13:45:00+00:00,MONUSDT
2026-05-24T15:15:00+00:00,NEARUSDT
2026-05-24T17:45:00+00:00,PLUMEUSDT
2026-05-24T21:30:00+00:00,ATOMUSDT
2026-05-24T21:30:00+00:00,BCHUSDT
2026-05-24T21:30:00+00:00,CHZUSDT
2026-05-25T02:30:00+00:00,NEARUSDT
2026-05-25T03:45:00+00:00,VVVUSDT
2026-05-25T05:00:00+00:00,ERAUSDT
2026-05-25T07:15:00+00:00,UNIUSDT
2026-05-25T09:00:00+00:00,LAUSDT
2026-05-25T11:00:00+00:00,RENDERUSDT
2026-05-25T11:30:00+00:00,ERAUSDT
2026-05-25T14:30:00+00:00,LAUSDT
2026-05-25T15:15:00+00:00,BSBUSDT
2026-05-25T15:15:00+00:00,KAITOUSDT
2026-05-25T15:45:00+00:00,TRXUSDT
2026-05-25T16:00:00+00:00,RENDERUSDT
2026-05-25T20:30:00+00:00,ERAUSDT
2026-05-25T20:30:00+00:00,RENDERUSDT
2026-05-26T00:30:00+00:00,CHZUSDT
2026-05-26T00:30:00+00:00,ERAUSDT
2026-05-26T00:30:00+00:00,RVNUSDT
2026-05-26T00:30:00+00:00,TREEUSDT
2026-05-26T00:45:00+00:00,INUSDT
2026-05-26T01:00:00+00:00,ZAMAUSDT
2026-05-26T01:30:00+00:00,XPLUSDT
2026-05-26T02:00:00+00:00,MMTUSDT
2026-05-26T06:00:00+00:00,MMTUSDT
2026-05-26T06:15:00+00:00,RENDERUSDT
2026-05-26T09:45:00+00:00,AWEUSDT
2026-05-26T11:00:00+00:00,RENDERUSDT
2026-05-26T11:45:00+00:00,NEARUSDT
2026-05-26T12:00:00+00:00,VIRTUALUSDT
2026-05-26T12:30:00+00:00,ATHUSDT
2026-05-26T13:45:00+00:00,TRXUSDT
2026-05-26T14:30:00+00:00,APTUSDT
2026-05-26T14:30:00+00:00,ETCUSDT
2026-05-26T14:30:00+00:00,ETHFIUSDT
2026-05-26T14:30:00+00:00,MMTUSDT
2026-05-26T14:30:00+00:00,XPLUSDT
2026-05-26T15:00:00+00:00,DOTUSDT
2026-05-26T15:45:00+00:00,MIRAUSDT
2026-05-26T17:15:00+00:00,BARDUSDT
2026-05-26T17:15:00+00:00,BIRBUSDT
2026-05-26T17:15:00+00:00,RENDERUSDT
2026-05-26T17:45:00+00:00,WLFIUSDT
2026-05-26T18:00:00+00:00,0GUSDT
2026-05-26T18:30:00+00:00,NEARUSDT
2026-05-26T20:45:00+00:00,ATOMUSDT
2026-05-26T21:30:00+00:00,SAHARAUSDT
2026-05-26T23:30:00+00:00,GUSDT
2026-05-26T23:45:00+00:00,NEARUSDT
2026-05-27T00:15:00+00:00,0GUSDT
2026-05-27T01:30:00+00:00,SEIUSDT
2026-05-27T02:15:00+00:00,IDUSDT
2026-05-27T04:15:00+00:00,MIRAUSDT
2026-05-27T04:15:00+00:00,RENDERUSDT
2026-05-27T04:30:00+00:00,0GUSDT
2026-05-27T04:30:00+00:00,1000PEPEUSDT
2026-05-27T04:30:00+00:00,COWUSDT
2026-05-27T06:30:00+00:00,SEIUSDT
2026-05-27T07:00:00+00:00,ATHUSDT
2026-05-27T10:45:00+00:00,DOODUSDT
2026-05-27T10:45:00+00:00,XAUTUSDT
2026-05-27T12:00:00+00:00,SEIUSDT
2026-05-27T13:30:00+00:00,ATHUSDT
2026-05-27T13:30:00+00:00,ETHFIUSDT
2026-05-27T13:30:00+00:00,FFUSDT
2026-05-27T13:30:00+00:00,ZAMAUSDT
2026-05-27T14:00:00+00:00,TRXUSDT
2026-05-27T18:00:00+00:00,ATHUSDT
2026-05-27T21:30:00+00:00,LAUSDT
2026-05-27T21:30:00+00:00,MIRAUSDT
2026-05-27T21:30:00+00:00,SEIUSDT
2026-05-27T21:45:00+00:00,GASUSDT
2026-05-27T21:45:00+00:00,IDUSDT
2026-05-27T21:45:00+00:00,ZROUSDT
2026-05-27T23:15:00+00:00,UNIUSDT
2026-05-27T23:30:00+00:00,AKTUSDT
2026-05-28T01:15:00+00:00,COWUSDT
2026-05-28T02:15:00+00:00,RENDERUSDT
2026-05-28T03:15:00+00:00,1000BONKUSDT
2026-05-28T03:15:00+00:00,1000PEPEUSDT
2026-05-28T03:15:00+00:00,1000SHIBUSDT
2026-05-28T03:15:00+00:00,AAVEUSDT
2026-05-28T03:15:00+00:00,APTUSDT
2026-05-28T03:15:00+00:00,AVAXUSDT
2026-05-28T03:15:00+00:00,BARDUSDT
2026-05-28T03:15:00+00:00,BERAUSDT
2026-05-28T03:15:00+00:00,BIRBUSDT
2026-05-28T03:15:00+00:00,CHZUSDT
2026-05-28T03:15:00+00:00,DOTUSDT
2026-05-28T03:15:00+00:00,ETHFIUSDT
2026-05-28T03:15:00+00:00,FILUSDT
2026-05-28T03:15:00+00:00,GASUSDT
2026-05-28T03:15:00+00:00,KATUSDT
